Location,Status,URL,Address,Utilities,Bathroom,Bedroom,Rent_USD
"520 Rustic Road, Toronto, ON M6L 1X7",,https://www.zumper.com/address/520-rustic-rd-toronto-on-m6l-1x7-can,"520 Rustic Road, Toronto, ON M6L 1X7","Storage,Central Heat,Dishwasher",2 baths,3 beds,"$3,000"
"1403 Royal York Rd, Toronto, ON M9P 0A1",,https://www.zumper.com/address/1403-royal-york-rd-toronto-on-m9p-0a1-can,"1403 Royal York Rd, Toronto, ON M9P 0A1","Walk In Closets,Balcony,$3,000",2 baths,3 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"70 Temperance St, Toronto, ON M5H 0B1","Dishwasher,Fitness Center,In Unit Laundry",2 baths,2 beds,"$3,000"
"155 Downsview Park Blvd, Toronto, ON M3K 0E3",,https://www.zumper.com/address/155-downsview-park-blvd-toronto-on-m3k-0e3-can,"155 Downsview Park Blvd, Toronto, ON M3K 0E3","Storage,Elevator,Garage Parking",2 baths,2 beds,"$3,245,$3,045,Price drop"
"66 Forest Manor Road, Toronto, ON M2J 0B7",,https://www.zumper.com/address/66-frst-mnr-rd-2006-toronto-ontario-on-m2j-0b7-can,"66 Forest Manor Road, Toronto, ON M2J 0B7","Package Service,Dishwasher,Storage",2 baths,2 beds,"$3,050"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"7 Kenaston Gardens, Toronto, ON M2K 1G7","Outdoor Space,Air Conditioning,Package Service",2 baths,2 beds,"$3,050"
"95 McMahon Drive, Toronto, ON M2K 0H2",,https://www.zumper.com/address/95-mcmahon-dr-toronto-on-m2k-0e4-can,"95 McMahon Drive, Toronto, ON M2K 0H2","Elevator,Hardwood Floor,Central Heat",2 baths,2 beds,"$3,050"
"125 Blue Jays Way #1608, Toronto, ON M5V 0N5",,https://www.zumper.com/address/125-blue-jays-way-toronto-on-m5v-0n5-can,"125 Blue Jays Way #1608, Toronto, ON M5V 0N5","Dishwasher,Controlled Access,Residents Lounge",2 baths,2 beds,"$3,050"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"68 Abell St #1018, Toronto, ON M6J 0B1","Fitness Center,Assigned Parking,On Site Laundry",2 baths,2 beds,"$3,050"
"1258 Broadview Avenue #2, Toronto, ON M4K 2T4",,https://www.zumper.com/address/1258-broadview-ave-east-york-on-m4k-2t4-can,"1258 Broadview Avenue #2, Toronto, ON M4K 2T4","Hardwood Floor,Outdoor Space,Storage",2 baths,3 beds,"$3,901,$3,090,Price drop"
10 Shallmar Boulevard,Very good,https://www.zumper.com/apartment-buildings/p217749/10-shallmar-boulevard-forest-hill-toronto-on,"10 Shallmar Blvd, Toronto, ON M5N 1J4","Elevator,Balcony,Dishwasher",2 baths,2 beds,"$3,095"
"665 Queen Street East, Toronto, ON M4M 1G4",,https://www.zumper.com/address/665-queen-st-e-toronto-on-m4m-1g4-can,"665 Queen Street East, Toronto, ON M4M 1G4","Package Service,Fitness Center,Central Heat",2 baths,2 beds,"$3,095"
"38 Iannuzzi Street #729, Toronto, ON M5V 0S2",,https://www.zumper.com/address/38-iannuzzi-st-toronto-on-m5v-0s2-can,"38 Iannuzzi Street #729, Toronto, ON M5V 0S2","Wheelchair Accessible,Hardwood Floor,Air Conditioning",2 baths,2 beds,"$3,099"
"Crawford St & Harbord St, Toronto, ON M6G 3K2",,https://www.zumper.com/apartments-for-rent/56143166/2-bedroom-south-annex-toronto-on,"Crawford St & Harbord St, Toronto, ON M6G 3K2","Outdoor Space,In Unit Laundry,Air Conditioning",2 baths,2 beds,"$3,250,$3,100,Price drop"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"2A Church Street, Toronto, ON M5E 0E1","Swimming Pool,In Unit Laundry,Elevator",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"9 Tecumseth Street #820, Toronto, ON M5V 0S5","Garage Parking,Storage,Dishwasher",2 baths,2 beds,"$3,100"
"70 Princess Street #1410, Toronto, ON M5A 1E7",,https://www.zumper.com/address/70-princess-st-toronto-on-m5a-1e7-can,"70 Princess Street #1410, Toronto, ON M5A 1E7","Concierge Service,High Ceilings,Assigned Parking",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"5 Defries Street #1411, Toronto, ON M5A 0W7","Elevator,Central Heat,Assigned Parking",2 baths,2 beds,"$3,100"
"479 Northcliffe Blvd, Toronto, ON M6E 3L4",,https://www.zumper.com/address/479-northcliffe-blvd-toronto-on-m6e-3l4-can,"479 Northcliffe Blvd, Toronto, ON M6E 3L4","Central Heat,In Unit Laundry,On Site Laundry",2 baths,2 beds,"$3,100"
"286 Main St, Toronto, ON M4C 0B3",,https://www.zumper.com/address/286-main-st-toronto-on-m4c-4x4-can,"286 Main St, Toronto, ON M4C 0B3","Fitness Center,$3,100",2 baths,2 beds,"$3,100"
"135 Dalhousie Street #401, Toronto, ON M5B 2R2",Verified,https://www.zumper.com/address/135-dalhousie-st-toronto-on-m5b-2r2-can,"135 Dalhousie Street #401, Toronto, ON M5B 2R2","Air Conditioning,Controlled Access,On Site Laundry",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"185 Legion Road North #2806, Toronto, ON M8Y 0A1","Elevator,Garage Parking,Swimming Pool",2 baths,2 beds,"$3,100"
"710 Humberwood Boulevard #1202, Toronto, ON M9W 6S4",,https://www.zumper.com/address/710-humberwood-blvd-toronto-on-m9w-6s4-can,"710 Humberwood Boulevard #1202, Toronto, ON M9W 6S4","Onsite Management,Hardwood Floor,Fitness Center",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"16 Yonge St Ste 605, Toronto, ON M5E 2A1","On Site Laundry,Onsite Management,Elevator",2 baths,2 beds,"$3,100"
"36 Zorra Street #1809, Toronto, ON M8Z 0G5",,https://www.zumper.com/address/36-zorra-st-toronto-on-m8z-0g5-can,"36 Zorra Street #1809, Toronto, ON M8Z 0G5","Roof Deck,Controlled Access,Swimming Pool",2 baths,2 beds,"$3,100"
"15 James Finlay Way #625, Toronto, ON M3M 0B3",,https://www.zumper.com/address/15-james-finlay-way-toronto-on-m3m-0b3-can,"15 James Finlay Way #625, Toronto, ON M3M 0B3","Controlled Access,In Unit Laundry,Outdoor Space",2 baths,2 beds,"$3,100"
"35 Viking Lane, Toronto, ON M9B 0A1",,https://www.zumper.com/address/35-viking-ln-etobicoke-on-m9b-0a1-can,"35 Viking Lane, Toronto, ON M9B 0A1","$3,100",2 baths,2 beds,"$3,100"
"1200 Avenue Road, Toronto, ON M5N 2G1",,https://www.zumper.com/address/1200-ave-rd-toronto-on-m5n-2g1-can,"1200 Avenue Road, Toronto, ON M5N 2G1","Balcony,Roof Deck,Air Conditioning",2 baths,2 beds,"$3,100"
"85 McMahon Drive, Toronto, ON M2K 0H1",,https://www.zumper.com/address/85-mcmahon-dr-toronto-on-m2k-0h1-can,"85 McMahon Drive, Toronto, ON M2K 0H1","Central Heat,Air Conditioning,Package Service",2 baths,2 beds,"$3,100"
"797 Don Mills Road, Toronto, ON M3C 1V1",,https://www.zumper.com/address/797-don-mls-rd-toronto-on-m3c-1v1-can,"797 Don Mills Road, Toronto, ON M3C 1V1","Controlled Access,Assigned Parking,Balcony",2 baths,2 beds,"$3,100"
"50 O'Neill Road, Toronto, ON M3C 0H1",,https://www.zumper.com/address/50-o'neill-rd-toronto-on-m3c-0h1-can,"50 O'Neill Road, Toronto, ON M3C 0H1","Storage,Elevator,Dishwasher",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"65 McMahon Drive, Toronto, ON M2K 0C2","Outdoor Space,Garage Parking,Hardwood Floor",2 baths,2 beds,"$3,100"
"95 McMahon Drive, Toronto, ON M2K 0H2",,https://www.zumper.com/address/95-mcmahon-dr-toronto-on-m2k-0e4-can,"95 McMahon Drive, Toronto, ON M2K 0H2","Fitness Center,Air Conditioning,Controlled Access",2 baths,2 beds,"$3,100"
"1888 Queen Street East #407, Toronto, ON M4L 1H3",,https://www.zumper.com/address/1888-queen-st-e-toronto-on-m4l-1h3-can,"1888 Queen Street East #407, Toronto, ON M4L 1H3","Air Conditioning,Elevator,Package Service",2 baths,2 beds,"$3,100"
"495 Logan Avenue, Toronto, ON M4K 0A5",,https://www.zumper.com/address/495-logan-ave-toronto-on-m4k-3b2-can,"495 Logan Avenue, Toronto, ON M4K 0A5","Elevator,Hardwood Floor,Air Conditioning",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"25 Baseball Place, Toronto, ON M4M 0E7","Outdoor Space,Package Service,Roof Deck",2 baths,2 beds,"$3,100"
"133 Wynford Drive, Toronto, ON M3C 0J5",,https://www.zumper.com/address/133-wynford-dr-toronto-on-m3c-0j5-can,"133 Wynford Drive, Toronto, ON M3C 0J5","Onsite Management,Assigned Parking,High Ceilings",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"39 Roehampton Avenue, Toronto, ON M4P 0G1","Air Conditioning,Assigned Parking,Concierge Service",2 baths,2 beds,"$3,100"
"108 Peter Street #1221, Toronto, ON M5V 2G7",,https://www.zumper.com/address/108-peter-st-toronto-on-m5v-2g7-can,"108 Peter Street #1221, Toronto, ON M5V 2G7","Business Center,Air Conditioning,Assigned Parking",2 baths,2 beds,"$3,100"
"108 Peter Street #723, Toronto, ON M5V 2G7",,https://www.zumper.com/address/108-peter-st-toronto-on-m5v-2g7-can,"108 Peter Street #723, Toronto, ON M5V 2G7","Air Conditioning,High Ceilings,Controlled Access",2 baths,2 beds,"$3,100"
"Scarborough Golf Club Rd & Lawrence Ave E, Toronto, ON M1G 2G4",,https://www.zumper.com/address/22-par-ave-toronto-on-m1g-2g4-can,"Scarborough Golf Club Rd & Lawrence Ave E, Toronto, ON M1G 2G4","On Site Laundry,Hardwood Floor,Garden",2 baths,3 beds,"$3,100"
"135 Dalhousie Street #401, Toronto, ON M5B 2R2",,https://www.zumper.com/address/135-dalhousie-st-toronto-on-m5b-2r2-can,"135 Dalhousie Street #401, Toronto, ON M5B 2R2","Central Heat,$3,100",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"525 Adelaide St W #734, Toronto, ON M5V 0N7","Fitness Center,In Unit Laundry,Concierge Service",2 baths,2 beds,"$3,100"
"10 De Boers Drive, Toronto, ON M3J 0L6",,https://www.zumper.com/address/10-de-boers-dr-toronto-on-m3j-0l6-can,"10 De Boers Drive, Toronto, ON M3J 0L6","Balcony,Assigned Parking,Fitness Center",2 baths,2 beds,"$3,100"
"100 Dalhousie Street #2207, Toronto, ON M5B 0C7",,https://www.zumper.com/address/100-dalhousie-st-toronto-on-m5b-0c7-can,"100 Dalhousie Street #2207, Toronto, ON M5B 0C7","Central Heat,Hardwood Floor,Concierge Service",2 baths,2 beds,"$3,100"
"100 Dalhousie Street #201, Toronto, ON M5B 0C7",,https://www.zumper.com/address/100-dalhousie-st-toronto-on-m5b-0c7-can,"100 Dalhousie Street #201, Toronto, ON M5B 0C7","Central Heat,Residents Lounge,Assigned Parking",2 baths,2 beds,"$3,100"
"10 De Boers Drive #511, Toronto, ON M3J 0L6",,https://www.zumper.com/address/10-de-boers-dr-toronto-on-m3j-0l6-can,"10 De Boers Drive #511, Toronto, ON M3J 0L6","Onsite Management,Package Service,Concierge Service",2 baths,3 beds,"$3,100"
"56 Annie Craig Dr #2208, Toronto, ON M8V 0C8",,https://www.zumper.com/address/56-annie-craig-dr-etobicoke-on-m8v-can,"56 Annie Craig Dr #2208, Toronto, ON M8V 0C8","Balcony,$3,100",2 baths,2 beds,"$3,100"
"Long Branch Ave & Lake Shore Blvd W #12, Toronto, ON M8W 1N6",,https://www.zumper.com/apartments-for-rent/56102627/2-bedroom-long-branch-toronto-on,"Long Branch Ave & Lake Shore Blvd W #12, Toronto, ON M8W 1N6","Walk In Closets,Hardwood Floor,Balcony",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"1420 Dupont St #2004, Toronto, ON M6H 0C2","Balcony,Air Conditioning,Fitness Center",2 baths,2 beds,"$3,100"
"22 East Haven Dr, Toronto, ON M1N 0B4",,https://www.zumper.com/address/22-e-hvn-dr-toronto-on-m1n-1n1-can,"22 East Haven Dr, Toronto, ON M1N 0B4","Hardwood Floor,$3,100",2 baths,2 beds,"$3,100"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"600 Fleet St #535, Toronto, ON M5V 1B7","In Unit Laundry,Dishwasher,Storage",2 baths,2 beds,"$3,100"
Minto Longbranch #4658,Very good,https://www.zumper.com/apartment-buildings/p1017464/minto-longbranch-4658-long-branch-toronto-on,"3580 Lake Shore Blvd W, Toronto, ON M8W 0C2","$3,150",2 baths,2 beds,"$3,150"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"2200 Lake Shore Boulevard West #3104, Toronto, ON M8V 1A4","High Ceilings,Concierge Service,Swimming Pool",2 baths,2 beds,"$3,150"
"39 Roehampton Avenue #2704, Toronto, ON M4P 0G1",,https://www.zumper.com/address/39-roehampton-ave-toronto-on-m4p-0g1-can,"39 Roehampton Avenue #2704, Toronto, ON M4P 0G1","Central Heat,Balcony,In Unit Laundry",2 baths,2 beds,"$3,150"
St. Andrews Towers East,Excellent,https://www.zumper.com/apartment-buildings/p217553/st-andrews-towers-east-york-mills-toronto-on,"38 Carluke Cres, Toronto, ON M2L 2J4","Controlled Access,Garage Parking,Assigned Parking",2 baths,3 beds,"$3,150"
"32 Forest Manor Road #1408, Toronto, ON M2J 1M5",,https://www.zumper.com/address/32-frst-mnr-rd-toronto-on-m2j-1m5-can,"32 Forest Manor Road #1408, Toronto, ON M2J 1M5","Dishwasher,In Unit Laundry,On Site Laundry",2 baths,2 beds,"$3,250,$3,150,Price drop"
,Verified,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"65 Bremner Boulevard #1805, Toronto, ON M5J 0A7","High Ceilings,Balcony,On Site Laundry",2 baths,2 beds,"$3,150"
"38 Widmer Street #2607, Toronto, ON M5V 2E9",,https://www.zumper.com/address/38-widmer-st-toronto-on-m5v-2e9-can,"38 Widmer Street #2607, Toronto, ON M5V 2E9","Central Heat,High Ceilings,Elevator",2 baths,2 beds,"$3,150"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"181 Wynford Drive, Toronto, ON M3C 0C6","Swimming Pool,Assigned Parking,Garage Parking",2 baths,3 beds,"$3,150"
"665 Queen Street East, Toronto, ON M4M 1G4",,https://www.zumper.com/address/665-queen-st-e-toronto-on-m4m-1g4-can,"665 Queen Street East, Toronto, ON M4M 1G4","Outdoor Space,Garage Parking,In Unit Laundry",2 baths,2 beds,"$3,150"
"665 Kingston Road, Toronto, ON M4E 1R6",,https://www.zumper.com/address/665-kingston-rd-toronto-on-m4e-0b6-can,"665 Kingston Road, Toronto, ON M4E 1R6","Residents Lounge,Central Heat,Onsite Management",2 baths,2 beds,"$3,150"
"2362 Queen Street East, Toronto, ON M4E 1H3",,https://www.zumper.com/address/2362-queen-st-e-toronto-on-m4e-1h3-can,"2362 Queen Street East, Toronto, ON M4E 1H3","Outdoor Space,High Ceilings,Controlled Access",2 baths,2 beds,"$3,150"
"160 Vanderhoof Avenue, Toronto, ON M4G 0B7",,https://www.zumper.com/address/160-vanderhoof-ave-toronto-on-m4g-0b7-can,"160 Vanderhoof Avenue, Toronto, ON M4G 0B7","Elevator,Outdoor Space,Swimming Pool",2 baths,2 beds,"$3,150"
"15 Baseball Place, Toronto, ON M4M 0E6",,https://www.zumper.com/address/15-15-baseball-pl-toronto-on-m4m-0e6-can,"15 Baseball Place, Toronto, ON M4M 0E6","Hardwood Floor,On Site Laundry,Dishwasher",2 baths,2 beds,"$3,150"
"50 O'Neill Road #611, Toronto, ON M3C 0H1",,https://www.zumper.com/address/50-o'neill-rd-toronto-on-m3c-0h1-can,"50 O'Neill Road #611, Toronto, ON M3C 0H1","Outdoor Space,Balcony,Air Conditioning",2 baths,2 beds,"$3,150"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"70 Temperance Street #2401, Toronto, ON M5H 0B1","Hardwood Floor,In Unit Laundry,Residents Lounge",2 baths,2 beds,"$3,150"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"60 Tannery Rd #1208, Toronto, ON M5A 0S8","Assigned Parking,Wheelchair Accessible,Elevator",2 baths,2 beds,"$3,150"
2737 Kipling Avenue,Excellent,https://www.zumper.com/apartment-buildings/p420503/2737-kipling-avenue-smithfield-toronto-on,"2737 Kipling Ave, Toronto, ON M9V 4C3","Storage,Elevator,Assigned Parking",2 baths,3 beds,"$3,152–$3,237"
"15 Lower Jarvis Street #705, Toronto, ON M5E 0C4",Verified,https://www.zumper.com/address/15-lwr-jarvis-st-toronto-on-m5e-0c4-can,"15 Lower Jarvis Street #705, Toronto, ON M5E 0C4","In Unit Laundry,Fitness Center,Storage",2 baths,2 beds,"$3,170"
9 Kingsbridge Court,Excellent,https://www.zumper.com/apartment-buildings/p219384/9-kingsbridge-court-branson-toronto-on,"9 Kingsbridge Crt, Toronto, ON M2R 1L6","Walk In Closets,Elevator,Dishwasher",2 baths,3 beds,"$3,174"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"209 Fort York Boulevard #863, Toronto, ON M5V 4A1","Air Conditioning,Balcony,High Ceilings",2 baths,2 beds,"$3,175"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=6,"9 Tecumseth St, Toronto, ON M5V 0S5","Air Conditioning,Elevator,Dishwasher",2 baths,2 beds,"$3,180"
"38 Widmer Street #2002, Toronto, ON M5V 2E9",,https://www.zumper.com/address/38-widmer-st-toronto-on-m5v-2e9-can,"38 Widmer Street #2002, Toronto, ON M5V 2E9","High Ceilings,Outdoor Space,Residents Lounge",2 baths,2 beds,"$3,190"
"525 Adelaide Street West #1009, Toronto, ON M5V 1T4",,https://www.zumper.com/address/525-adelaide-st-w-toronto-on-m5v-1t6-can,"525 Adelaide Street West #1009, Toronto, ON M5V 1T4","Garage Parking,Swimming Pool,Fitness Center",2 baths,2 beds,"$3,193"
"305-1 Edgewater Dr, Toronto, Ontario M5A 0L1",,https://www.zumper.com/apartment-buildings/p374449/305-1-edgewater-dr-toronto-ontario-m5a-0l1-east-bayfront-toronto-on,"1 Edgewater Dr, Toronto, ON M5A 0L1","Outdoor Space,Fitness Center,On Site Laundry",2 baths,2 beds,"$3,195"
James Cooper Mansion #1953,Very good,https://www.zumper.com/apartment-buildings/p300199/james-cooper-mansion-1953-upper-jarvis-toronto-on,"28 Linden St, Toronto, ON M4Y 0A4","Concierge Service,Residents Lounge,Fitness Center",2 baths,2 beds,"$3,195–$3,500"
Forest Lane Apartments,Very good,https://www.zumper.com/apartment-buildings/p215603/forest-lane-apartments-westminster-toronto-on,"300 Antibes Dr, Toronto, ON M2R 3N8","Swimming Pool,Central Heat,Garage Parking",2 baths,3 beds,"$3,195"
"872 Sheppard Avenue West #502, Toronto, ON M3H 5V5",,https://www.zumper.com/address/872-sheppard-ave-w-toronto-on-m3h-5v5-can,"872 Sheppard Avenue West #502, Toronto, ON M3H 5V5","Garage Parking,Balcony,Dishwasher",2 baths,2 beds,"$3,195"
Torbolton TownHouse,Excellent,https://www.zumper.com/apartment-buildings/p535075/torbolton-townhouse-rexdale-kipling-toronto-on,"2 Torbolton Dr, Toronto, ON M9W 3Y2","On Site Laundry,Hardwood Floor,Outdoor Space",2 baths,3 beds,"$3,199"
"15 Eltham Drive, Toronto, ON M8W 2J1",,https://www.zumper.com/address/15-eltham-dr-toronto-on-m8w-2j1-can,"15 Eltham Drive, Toronto, ON M8W 2J1","$3,200",2 baths,3 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"50 Ordnance St #1512, Toronto, ON M6K 0C9","Swimming Pool,Garage Parking,Outdoor Space",2 baths,2 beds,"$3,200"
"15 Brin Drive #19, Toronto, ON M8X 0B2",,https://www.zumper.com/address/15-brin-dr-toronto-on-m8x-0b2-can,"15 Brin Drive #19, Toronto, ON M8X 0B2","Balcony,In Unit Laundry,Dishwasher",2 baths,2 beds,"$3,200"
"131 Lambton Ave, Toronto, ON M6N 2S8",,https://www.zumper.com/address/131-lambton-ave-toronto-ontario-m6n-2s8-can,"131 Lambton Ave, Toronto, ON M6N 2S8","Central Heat,Air Conditioning,Assigned Parking",2 baths,3 beds,"$3,200"
"135 Evans Ave, Toronto, ON M8Z 1J3",,https://www.zumper.com/address/135-evans-ave-toronto-on-m8z-1j3-can,"135 Evans Ave, Toronto, ON M8Z 1J3","In Unit Laundry,High Ceilings,Carpet",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"65 East Liberty Street, Toronto, ON M6K 3R2","Fitness Center,Onsite Management,Outdoor Space",2 baths,2 beds,"$3,600,$3,200,Price drop"
"67 Oakmount Road #05, Toronto, ON M6P 2M3",,https://www.zumper.com/address/67-oakmount-rd-toronto-on-m6p-2m3-can,"67 Oakmount Road #05, Toronto, ON M6P 2M3","In Unit Laundry,Air Conditioning,Balcony",2 baths,2 beds,"$3,200"
"286 Main St, Toronto, ON M4C 0B3",,https://www.zumper.com/address/286-main-st-toronto-on-m4c-4x4-can,"286 Main St, Toronto, ON M4C 0B3","Fitness Center,$3,200",2 baths,2 beds,"$3,200"
"25 Telegram Mews #4211, Toronto, ON M5V 3Z1",,https://www.zumper.com/address/25-telegram-mews-toronto-on-m5v-3z1-can,"25 Telegram Mews #4211, Toronto, ON M5V 3Z1","Hardwood Floor,Garage Parking,Air Conditioning",2 baths,2 beds,"$3,200"
"38 Widmer Street #2107, Toronto, ON M5V 2E9",,https://www.zumper.com/address/38-widmer-st-toronto-on-m5v-2e9-can,"38 Widmer Street #2107, Toronto, ON M5V 2E9","Elevator,In Unit Laundry,Controlled Access",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"7 Carlton Street, Toronto, ON M5B 2M3","Concierge Service,Air Conditioning,Garage Parking",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"25 Greenview Avenue #925, Toronto, ON M2M 0A5","High Ceilings,Air Conditioning,Fitness Center",2 baths,2 beds,"$3,200"
"89 Lillian St #TH20, Toronto, ON M4S 2H7",,https://www.zumper.com/address/89-lillian-st-toronto-on-m4s-2h7-can,"89 Lillian St #TH20, Toronto, ON M4S 2H7","Storage,Outdoor Space,On Site Laundry",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"55 Bloor St E #1808, Toronto, ON M4W 3W6","In Unit Laundry,Dishwasher,$3,200",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"30 Samuel Wood Way, Toronto, ON M9B 0C9","Balcony,Air Conditioning,Residents Lounge",2 baths,2 beds,"$3,200"
"19 Western Battery Road #2008, Toronto, ON M6K 0E3",,https://www.zumper.com/address/19-western-battery-rd-toronto-on-m6k-0e3-can,"19 Western Battery Road #2008, Toronto, ON M6K 0E3","Hardwood Floor,Concierge Service,Controlled Access",2 baths,2 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"525 Adelaide St W, Toronto, ON M5V 0N7","Swimming Pool,Concierge Service,Balcony",2 baths,2 beds,"$3,200"
"15 Lower Jarvis St, Toronto, ON M5E 1Z2",,https://www.zumper.com/address/15-lwr-jarvis-st-toronto-on-m5e-1z2-can,"15 Lower Jarvis St, Toronto, ON M5E 1Z2","Dishwasher,High Ceilings,Air Conditioning",2 baths,2 beds,"$3,200"
"1100 Kingston Road, Toronto, ON M1N 1N4",,https://www.zumper.com/address/1100-kingston-rd-toronto-on-m1n-1n4-can,"1100 Kingston Road, Toronto, ON M1N 1N4","Garage Parking,Dishwasher,Storage",2 baths,2 beds,"$3,200"
"1238 Dundas Street East, Toronto, ON M4M 0C6",,https://www.zumper.com/address/1238-dundas-st-e-toronto-on-m4m-0c6-can,"1238 Dundas Street East, Toronto, ON M4M 0C6","Storage,High Ceilings,Residents Lounge",2 baths,2 beds,"$3,200"
"33 Singer Court, Toronto, ON M2K 0B4",,https://www.zumper.com/address/33-singer-ct-toronto-on-m2k-0b4-can,"33 Singer Court, Toronto, ON M2K 0B4","High Ceilings,Swimming Pool,Assigned Parking",2 baths,2 beds,"$3,200"
"1105 Leslie Street, Toronto, ON M3C 4G9",,https://www.zumper.com/address/1105-leslie-st-toronto-on-m3c-4g9-can,"1105 Leslie Street, Toronto, ON M3C 4G9","Air Conditioning,High Ceilings,Fitness Center",2 baths,2 beds,"$3,200"
"665 Queen Street East, Toronto, ON M4M 1G4",,https://www.zumper.com/apartments-for-rent/55809843/2-bedroom-riverdale-toronto-on,"665 Queen Street East, Toronto, ON M4M 1G4","High Ceilings,Hardwood Floor,Garage Parking",2 baths,2 beds,"$3,200"
"50 O'Neill Road, Toronto, ON M3C 0H1",,https://www.zumper.com/address/50-o'neill-rd-toronto-on-m3c-0h1-can,"50 O'Neill Road, Toronto, ON M3C 0H1","Concierge Service,Central Heat,Elevator",2 baths,2 beds,"$3,200"
"1190 Dundas Street East, Toronto, ON M4M 0C5",,https://www.zumper.com/apartments-for-rent/55810051/2-bedroom-leslieville-toronto-on,"1190 Dundas Street East, Toronto, ON M4M 0C5","High Ceilings,Central Heat,Air Conditioning",2 baths,2 beds,"$3,200"
"29 Singer Court, Toronto, ON M2K 0B3",,https://www.zumper.com/address/29-singer-ct-toronto-on-m2k-0b3-can,"29 Singer Court, Toronto, ON M2K 0B3","Hardwood Floor,Package Service,Central Heat",2 baths,2 beds,"$3,200"
"5 Concorde Place, Toronto, ON M3C 3M8",,https://www.zumper.com/address/5-concorde-pl-toronto-on-m3c-3r8-can,"5 Concorde Place, Toronto, ON M3C 3M8","Hardwood Floor,High Ceilings,Central Heat",2 baths,2 beds,"$3,200"
"95 McMahon Drive, Toronto, ON M2K 0H2",,https://www.zumper.com/address/95-mcmahon-dr-toronto-on-m2k-0e4-can,"95 McMahon Drive, Toronto, ON M2K 0H2","Swimming Pool,Central Heat,Garage Parking",2 baths,2 beds,"$3,200"
"20 Kensington Avenue, Toronto, ON M2M 1R6",,https://www.zumper.com/address/20-kensington-ave-toronto-on-m2m-1r6-can,"20 Kensington Avenue, Toronto, ON M2M 1R6","In Unit Laundry,Garden,Dishwasher",2 baths,3 beds,"$3,200"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=7,"101 Peter Street ##3711, Toronto, ON M5V 0G6","Balcony,Storage,Door Person",2 baths,2 beds,"$3,200"
